AnimalId,DoB,Gender,BGrp,DadId,MomId,FounderId,UniCode
"4K0",12/1/2010 0:00:00,"f","R","11Z","0A2",,"C-081"
"1L4",12/3/2010 0:00:00,"f","F","43P","40L",,"A-744"
"2K5",12/4/2010 0:00:00,"m","V","60L","52Z",,"B-176"
"8L7",12/4/2010 0:00:00,"f","KK","27N","19A",,"D-857"
"3L5",12/4/2010 0:00:00,"m","HH","02R","35O",,"B-644"
"3K9",12/6/2010 0:00:00,"m","R","17K","33V",,"B-638"
"2L9",12/6/2010 0:00:00,"f","F","30L","57H",,"B-190"
"2L6",12/7/2010 0:00:00,"m","F","96B","14I",,"B-187"
"2K1",12/8/2010 0:00:00,"f","V","46Z","98J",,"B-172"
"5L4",12/9/2010 0:00:00,"m","S","X80","3D1",,"C-544"
"1L9",12/11/2010 0:00:00,"m","HH","02R","V80",,"A-749"
"6K5",12/17/2010 0:00:00,"m","HH","49L","0C8",,"C-975"
"8K8",12/29/2010 0:00:00,"m","HH","02R","56R",,"D-848"
"I11T03",1/1/2011 0:00:00,"f","V",,"T03",,"H-908"
"7M0",7/10/2011 0:00:00,"f","R","11Z","0B5",,"D-424"
"I1234B",7/15/2011 0:00:00,"m","KK",,"34B",,"H-920"
"I126B0",7/29/2011 0:00:00,"f","R",,"6B0",,"H-930"
"4M2",8/2/2011 0:00:00,"f","R","44T","77D",,"C-103"
"4M7",8/5/2011 0:00:00,"f","R","1A6","85V",,"C-108"
"7M9",8/5/2011 0:00:00,"f","R","22O","09Z",,"D-433"
"5N9",8/8/2011 0:00:00,"m","R","67Z","31V",,"C-569"
"4M8",8/9/2011 0:00:00,"m","R","3A6","51T",,"C-109"
"0M6",8/9/2011 0:00:00,"f","KK","11Z","2C3",,"A-316"
"4N4",8/10/2011 0:00:00,"m","HH","91O","2C7",,"C-115"
"2M5",8/10/2011 0:00:00,"m","R","94O","3B1",,"B-196"
"3M2",8/11/2011 0:00:00,"m","KK","44T","24V",,"B-651"
"9N5",8/11/2011 0:00:00,"f","F","8A7","4C2",,"E-318"
"8N4",8/11/2011 0:00:00,"f","F","0B8","74S",,"D-874"
"2M0",8/11/2011 0:00:00,"f","R","89N","1E7",,"B-191"
"7M1",8/12/2011 0:00:00,"m","S","48L","9C7",,"D-425"
"1M4",8/13/2011 0:00:00,"f","R","1A6","1E6",,"A-754"
"8M3",8/13/2011 0:00:00,"f","S","88V","82Z",,"D-863"
"6N6",8/13/2011 0:00:00,"f","F","0B8","9D4",,"D-006"
"4N8",8/13/2011 0:00:00,"m","HH","30V","2C0",,"C-119"
"5M6",8/14/2011 0:00:00,"f","R","6C6","8A3",,"C-556"
"I123A4",8/14/2011 0:00:00,"m","HH",,"3A4",,"H-923"
"I122A7-K",8/14/2011 0:00:00,"u","F",,"2A7",,"H-918"
"I122A5",8/15/2011 0:00:00,"m","F","1C2","2A5",,"E-834"
"0M9",8/15/2011 0:00:00,"m","S","36V","2D4",,"A-319"
"I1215O",8/15/2011 0:00:00,"f","R",,"15O",,"H-914"
"2N9",8/16/2011 0:00:00,"m","S","36V","98V",,"B-210"
"9N1",8/16/2011 0:00:00,"f","F","12Z","04N",,"E-314"
"8N5",8/17/2011 0:00:00,"m","F","12Z","8B0",,"D-875"
"2N4",8/17/2011 0:00:00,"m","F","32Z","7D6",,"B-205"
"6M0",8/17/2011 0:00:00,"m","R","19T","7C8",,"C-990"
"6M5",8/17/2011 0:00:00,"m","R","11Z","54N",,"C-995"
"8M1",8/17/2011 0:00:00,"m","R","22O","4B2",,"D-861"
"I1244V",8/17/2011 0:00:00,"m","KK",,"44V",,"H-924"
"2N0",8/18/2011 0:00:00,"m","F","43P","79Z",,"B-201"
"I125B6",8/18/2011 0:00:00,"m","HH",,"5B6",,"H-926"
"7M7",8/19/2011 0:00:00,"m","S","03N","2B4",,"D-431"
"6N3",8/19/2011 0:00:00,"m","F","25L","68V",,"D-003"
"6M8",8/19/2011 0:00:00,"m","S","9A1","3B8",,"C-998"
"4M3",8/20/2011 0:00:00,"m","R","84E","4E0",,"C-104"
"6N2",8/21/2011 0:00:00,"m","F","06O","0C6",,"D-002"
"6M7",8/21/2011 0:00:00,"f","KK","97Z","6D9",,"C-997"
"6M1",8/22/2011 0:00:00,"m","R","26P","4D5",,"C-991"
"9N4",8/22/2011 0:00:00,"f","F","8A7","93Z",,"E-317"
"4M0",8/22/2011 0:00:00,"m","R","T82","6D8",,"C-101"
"0M8",8/22/2011 0:00:00,"m","KK","60T","55J",,"A-318"
"8N6",8/22/2011 0:00:00,"f","F","1C2","82A",,"D-876"
"I1268J",8/22/2011 0:00:00,"m","F","46Z","68J",,"E-843"
"I129C5",8/23/2011 0:00:00,"m","KK",,"9C5",,"H-943"
"5N8",8/24/2011 0:00:00,"f","V","46Z","4C9",,"C-568"
"8M2",8/24/2011 0:00:00,"f","S","19T","36D",,"D-862"
"I128C7",8/24/2011 0:00:00,"m","R",,"8C7",,"H-936"
"I123A2",8/25/2011 0:00:00,"f","KK","30V","3A2",,"E-836"
"3N7",8/25/2011 0:00:00,"m","HH","30V","1A4",,"B-666"
"I1245F",8/25/2011 0:00:00,"f","KK","17T","45F",,"E-837"
"0M5",8/25/2011 0:00:00,"f","R","26P","0E1",,"A-315"
"I1265Z",8/27/2011 0:00:00,"f","HH",,"65Z",,"H-928"
"5M7",8/29/2011 0:00:00,"f","R","19T","60V",,"C-557"
"I129A4",8/29/2011 0:00:00,"m","F",,"9A4",,"H-942"
"I127E3",8/30/2011 0:00:00,"u","HH","64Z","7E3",,"E-845"
"0N6",8/30/2011 0:00:00,"m","V","46Z","3D9",,"A-326"
"I1235N",8/30/2011 0:00:00,"m","f",,"35N",,"H-921"
"5N2",8/31/2011 0:00:00,"m","HH","91O","5B6",,"C-562"
"7M6",8/31/2011 0:00:00,"f","R","30Z","16Z",,"D-430"
"5M1",8/31/2011 0:00:00,"f","R","2C6","7A6",,"C-551"
"I125A0",8/31/2011 0:00:00,"m","S","17K","5A0",,"E-842"
"I1293T",8/31/2011 0:00:00,"f","V",,"93T",,"H-941"
"2M6",9/1/2011 0:00:00,"f","R","5B2","48N",,"B-197"
"5M5",9/1/2011 0:00:00,"f","KK","6A9","7F0",,"C-555"
"7N9",9/1/2011 0:00:00,"f","F","1B1","7D8",,"D-443"
"4N9",9/2/2011 0:00:00,"m","KK","36V","86Z",,"C-120"
"4M5",9/2/2011 0:00:00,"f","R","26P","4F5",,"C-106"
"1M0",9/2/2011 0:00:00,"f","R","44T","4A0",,"A-750"
"3M1",9/2/2011 0:00:00,"f","KK","8A9","60R",,"B-650"
"9N3",9/3/2011 0:00:00,"f","F","6A8","64P",,"E-316"
"1N8",9/3/2011 0:00:00,"f","F","1C2","44J",,"A-768"
"I1210S",9/4/2011 0:00:00,"f","F","04I","10S",,"E-829"
"I122E9",9/4/2011 0:00:00,"m","HH","64Z","2E9",,"E-835"
"4N2",9/4/2011 0:00:00,"f","HH","30V","2E8",,"C-113"
"9N0",9/4/2011 0:00:00,"f","HH","04Z","5D4",,"E-313"
"1M5",9/4/2011 0:00:00,"f","R","11Z","91V",,"A-755"
"8M7",9/4/2011 0:00:00,"f","R","94O","76L",,"D-867"
"5M0",9/5/2011 0:00:00,"m","KK","36V","51V",,"C-550"
"0N4",9/5/2011 0:00:00,"f","V","T88","53Z",,"A-324"
"4N3",9/5/2011 0:00:00,"m","HH","06O","5B4",,"C-114"
"7N6",9/5/2011 0:00:00,"f","F","6A8","55V",,"D-440"
"7N7",9/5/2011 0:00:00,"f","F","49Z","87K",,"D-441"
"7M5",9/5/2011 0:00:00,"f","S","88V","3D4",,"D-429"
"6N8",9/6/2011 0:00:00,"f","F","46Z","0A9",,"D-008"
"7N3",9/6/2011 0:00:00,"f","V","90B","0F0",,"D-437"
"0N8",9/6/2011 0:00:00,"m","V","61R","47Z",,"A-328"
"3M6",9/6/2011 0:00:00,"f","KK","17T","21H",,"B-655"
"5M9",9/6/2011 0:00:00,"f","R","30Z","26V",,"C-559"
"7N4",9/7/2011 0:00:00,"m","V","12E","13H",,"D-438"
"8M5",9/7/2011 0:00:00,"m","S","72T","2B1",,"D-865"
"5N0",9/7/2011 0:00:00,"f","HH","02R","8E2",,"C-560"
"I124A2",9/7/2011 0:00:00,"m","R",,"4A2",,"H-925"
"I126C3",9/7/2011 0:00:00,"m","F",,"6C3",,"H-932"
"8M4",9/8/2011 0:00:00,"f","S","88V","82V",,"D-864"
"9M9",9/8/2011 0:00:00,"f","V","61R","5C6",,"E-312"
"8N7",9/8/2011 0:00:00,"f","F","9A1","0E7",,"D-877"
"2N6",9/9/2011 0:00:00,"f","F","8A7","32S",,"B-207"
"9M2",9/9/2011 0:00:00,"m","F","36S","34N",,"E-305"
"4N7",9/9/2011 0:00:00,"m","HH","02R","77S",,"C-118"
"2N7",9/9/2011 0:00:00,"m","F","07D","28N",,"B-208"
"I1290T",9/9/2011 0:00:00,"m","V",,"90T",,"H-939"
"1N7",9/10/2011 0:00:00,"m","F","49Z","2A8",,"A-767"
"3M8",9/10/2011 0:00:00,"m","R","44T","8A5",,"B-657"
"I1279C",9/11/2011 0:00:00,"f","F","07T","79C",,"E-844"
"I122A2",9/11/2011 0:00:00,"f","F","46Z","2A2",,"E-833"
"4N1",9/11/2011 0:00:00,"f","MM","02R","90P",,"C-112"
"4N6",9/12/2011 0:00:00,"f","MM","02R","21K",,"C-117"
"6N0",9/12/2011 0:00:00,"m","R","3A6","7F9",,"D-000"
"0N2",9/12/2011 0:00:00,"f","V","73S","85T",,"A-322"
"9M8",9/12/2011 0:00:00,"f","V","73S","45Z",,"E-311"
"2M9",9/12/2011 0:00:00,"m","R","94Z","0B4",,"B-200"
"6M9",9/12/2011 0:00:00,"f","S","19T","5A1",,"C-999"
"5N4",9/12/2011 0:00:00,"f","V","97V","00V",,"C-564"
"7N0",9/12/2011 0:00:00,"f","F","76Z","73C",,"D-434"
"6M2",9/13/2011 0:00:00,"m","R","5B2","37P",,"C-992"
"6M4",9/13/2011 0:00:00,"m","R","94O","6A4",,"C-994"
"1N4",9/13/2011 0:00:00,"f","V","61R","78I",,"A-764"
"3N8",9/13/2011 0:00:00,"f","HH","8A7","4C1",,"B-667"
"0M7",9/13/2011 0:00:00,"m","KK","57F","93O",,"A-317"
"I1252P",9/13/2011 0:00:00,"f","F","30L","52P",,"E-838"
"I126B4",9/13/2011 0:00:00,"m","HH",,"6B4",,"H-931"
"1N9",9/14/2011 0:00:00,"f","F","25L","64D",,"A-769"
"3N6",9/14/2011 0:00:00,"m","MM","8A9","6C5",,"B-665"
"I1257T",9/14/2011 0:00:00,"m","S","88V","57T",,"E-841"
"3N3",9/14/2011 0:00:00,"f","HH","9A9","48V",,"B-662"
"5M3",9/14/2011 0:00:00,"F","R","22O","07L",,"C-553"
"4N5",9/14/2011 0:00:00,"f","HH","02R","94S",,"C-116"
"3N2",9/15/2011 0:00:00,"m","HH","30V","55R",,"B-661"
"5M4",9/15/2011 0:00:00,"m","R","58R","40V",,"C-554"
"5N5",9/15/2011 0:00:00,"m","V","70C","5E8",,"C-565"
"1M9",9/17/2011 0:00:00,"m","R","05Z","8F0",,"A-759"
"2M2",9/17/2011 0:00:00,"f","KK","9A2","76J",,"B-193"
"7N1",9/17/2011 0:00:00,"f","F","46Z","9D8",,"D-435"
"2N2",9/17/2011 0:00:00,"m","F","6A8","61J",,"B-203"
"6N4",9/18/2011 0:00:00,"f","HH","9A2","22H",,"D-004"
"I1256A",9/18/2011 0:00:00,"m","F","83L","56A",,"E-840"
"6N7",9/19/2011 0:00:00,"m","F","49Z","98T",,"D-007"
"7M4",9/20/2011 0:00:00,"m","S","67Z","2F3",,"D-428"
"8N0",9/20/2011 0:00:00,"f","F","49Z","03J",,"D-870"
"9M7",9/20/2011 0:00:00,"f","V","73V","4C5",,"E-310"
"0N1",9/20/2011 0:00:00,"m","V","98K","81E",,"A-321"
"5N6",9/20/2011 0:00:00,"f","V","97V","31L",,"C-566"
"4M1",9/20/2011 0:00:00,"m","R","10R","91A",,"C-102"
"4N0",9/20/2011 0:00:00,"m","HH","57D","03Z",,"C-111"
"2N1",9/21/2011 0:00:00,"m","F","0B8","7B7",,"B-202"
"1N5",9/21/2011 0:00:00,"f","F","54V","29B",,"A-765"
"4M9",9/21/2011 0:00:00,"f","KK","64S","1C7",,"C-110"
"I1262H",9/21/2011 0:00:00,"m","F",,"62H",,"H-927"
"I128F3",9/21/2011 0:00:00,"f","F",,"8F3",,"H-937"
"1N6",9/22/2011 0:00:00,"m","F","04T","50I",,"A-766"
"5N3",9/22/2011 0:00:00,"f","V","98K","52Z",,"C-563"
"1N3",9/22/2011 0:00:00,"m","F","29V","6C0",,"A-763"
"9M6",9/22/2011 0:00:00,"f","F","49Z","50S",,"E-309"
"1M2",9/22/2011 0:00:00,"m","R","80T","5C4",,"A-752"
"9M5",9/22/2011 0:00:00,"m","F","46Z","40L",,"E-308"
"1N0",9/24/2011 0:00:00,"f","V","97V","7C4",,"A-760"
"3M7",9/24/2011 0:00:00,"f","R","11Z","4A5",,"B-656"
"5N1",9/24/2011 0:00:00,"f","HH","02R","39Z",,"C-561"
"3N5",9/24/2011 0:00:00,"m","HH","02R","36O",,"B-664"
"9M4",9/24/2011 0:00:00,"f","F","25L","88I",,"E-307"
"1M3",9/24/2011 0:00:00,"m","R","30Z","14Z",,"A-753"
"2M7",9/24/2011 0:00:00,"f","KK","27J","6D6",,"B-198"
"I12Z14",9/24/2011 0:00:00,"m","F",,"Z14",,"H-948"
"7M3",9/25/2011 0:00:00,"m","S","10R","7A9",,"D-427"
"I128B4",9/25/2011 0:00:00,"f","F",,"8B4",,"H-935"
"3M3",9/26/2011 0:00:00,"m","KK","17L","4F1",,"B-652"
"2M8",9/26/2011 0:00:00,"m","R","58R","0F6",,"B-199"
"1M1",9/26/2011 0:00:00,"m","R","19T","2C8",,"A-751"
"1M7",9/26/2011 0:00:00,"m","R","44T","77V",,"A-757"
"2N8",9/28/2011 0:00:00,"m","F","04T","73B",,"B-209"
"2N5",9/29/2011 0:00:00,"m","F","49Z","43F",,"B-206"
"4M6",9/29/2011 0:00:00,"f","R","5B2","0A2",,"C-107"
"I127C3",9/29/2011 0:00:00,"f","F",,"7C3",,"H-934"
"I12X34",9/29/2011 0:00:00,"m","R",,"X34",,"H-946"
"7N2",9/30/2011 0:00:00,"m","MM","8B5","2E1",,"D-436"
"8M8",9/30/2011 0:00:00,"f","F","35V","0A4",,"D-868"
"7N5",9/30/2011 0:00:00,"f","V","73V","1B3",,"D-439"
"6N9",9/30/2011 0:00:00,"m","F","30L","5C0",,"D-009"
"6M6",10/1/2011 0:00:00,"f","R","22O","3A7",,"C-996"
"8M0",10/1/2011 0:00:00,"f","S","72T","2D1",,"D-860"
"5M2",10/1/2011 0:00:00,"f","KK","60T","83Z",,"C-552"
"1N2",10/1/2011 0:00:00,"f","F","41N","2A7",,"A-762"
"I1214L",10/1/2011 0:00:00,"f","F","43P","14L",,"E-830"
"9N8",10/2/2011 0:00:00,"m","F","36S","20F",,"E-321"
"9M0",10/2/2011 0:00:00,"f","F","46Z","62V",,"E-303"
"3M0",10/3/2011 0:00:00,"f","R","60E","0E2",,"B-649"
"2M3",10/3/2011 0:00:00,"m","KK","97Z","3F7",,"B-194"
"8M6",10/3/2011 0:00:00,"f","S","11Z","4A9",,"D-866"
"9M1",10/3/2011 0:00:00,"f","F","30L","82L",,"E-304"
"1M8",10/4/2011 0:00:00,"m","KK","17L","37V",,"A-758"
"2M4",10/4/2011 0:00:00,"m","R","3A6","7A8",,"B-195"
"8N1",10/4/2011 0:00:00,"f","F","49Z","1C0",,"D-871"
"I127C0-K",10/4/2011 0:00:00,"f","F",,"7C0",,"H-933"
"I1281B",10/6/2011 0:00:00,"f","HH","30C","81B",,"E-846"
"3N0",10/6/2011 0:00:00,"m","R","3A6","4F8",,"B-659"
"5N7",10/7/2011 0:00:00,"f","V","73V","4C4",,"C-567"
"3M4",10/7/2011 0:00:00,"f","R","11Z","89K",,"B-653"
"I1229Z",10/8/2011 0:00:00,"f","F",,"29Z",,"H-917"
"9N2",10/9/2011 0:00:00,"f","V","61R","2E4",,"E-315"
"I1203B",10/9/2011 0:00:00,"f","KK",,"03B",,"H-912"
"5M8",10/10/2011 0:00:00,"m","R","11Z","93I",,"C-558"
"3N4",10/11/2011 0:00:00,"f","HH","02R","3A9",,"B-663"
"I1221N",10/11/2011 0:00:00,"f","HH","30V","21N",,"E-831"
"6M3",10/14/2011 0:00:00,"m","R","44T","87F",,"C-993"
"6N1",10/14/2011 0:00:00,"m","F","8A7","63V",,"D-001"
"3N1",10/15/2011 0:00:00,"f","R","44H","69O",,"B-660"
"8N2",10/16/2011 0:00:00,"m","V","98K","T03",,"D-872"
"3N9",10/16/2011 0:00:00,"m","HH","02R","20S",,"B-668"
"8N8",10/16/2011 0:00:00,"f","F","46Z","1A3",,"D-878"
"0N3",10/17/2011 0:00:00,"f","V","97V","1B0",,"A-323"
"1M6",10/17/2011 0:00:00,"m","KK","11Z","53E",,"A-756"
"I12T83",10/18/2011 0:00:00,"f","S","88V","T83",,"E-848"
"I1228A",10/18/2011 0:00:00,"f","R","44T","28A",,"E-832"
"3M9",10/18/2011 0:00:00,"m","R","94O","2F0",,"B-658"
"0N0",10/20/2011 0:00:00,"m","V","61R","98J",,"A-320"
"7M8",10/21/2011 0:00:00,"m","S","53N","97R",,"D-432"
"7N8",10/22/2011 0:00:00,"f","F","8A7","00J",,"D-442"
"I1210C",10/23/2011 0:00:00,"m","R",,"10C",,"H-913"
"4M4",10/24/2011 0:00:00,"f","KK","97Z","25P",,"C-105"
"9N6",10/24/2011 0:00:00,"f","KK","17L","0B6",,"E-319"
"8N3",10/24/2011 0:00:00,"f","V","12E","15E",,"D-873"
"8M9",10/24/2011 0:00:00,"m","F","8A7","9C2",,"D-869"
"I12K84",10/25/2011 0:00:00,"m","R","5B2","K84",,"E-847"
"I1228I",10/29/2011 0:00:00,"m","R",,"28I",,"H-915"
"2N3",10/31/2011 0:00:00,"m","F","46Z","56E",,"B-204"
"0N9",11/1/2011 0:00:00,"m","F","25L","43J",,"A-329"
"0N5",11/4/2011 0:00:00,"m","V","61R","13B",,"A-325"
"I1228J",11/6/2011 0:00:00,"m","F",,"28J",,"H-916"
"I12V78",11/7/2011 0:00:00,"f","KK","8A9","V78",,"E-849"
"I12X34-K",11/13/2011 0:00:00,"m","R",,"X34",,"H-947"
"2M1",11/14/2011 0:00:00,"f","R","3A6","99Z",,"B-192"
"I126A3",11/15/2011 0:00:00,"m","R",,"6A3",,"H-929"
"9M3",11/19/2011 0:00:00,"f","F","36S","57H",,"E-306"
"I12X91",11/20/2011 0:00:00,"f","R","19T","X91",,"E-851"
"1N1",11/25/2011 0:00:00,"m","V","61R","51Z",,"A-761"
"9N7",11/25/2011 0:00:00,"f","F","46Z","3C3",,"E-320"
"I1292D",11/27/2011 0:00:00,"f","F",,"92D",,"H-940"
"3M5",11/28/2011 0:00:00,"f","R","11Z","90V",,"B-654"
"0N7",11/28/2011 0:00:00,"f","V","98K","30J",,"A-327"
"I1290D",12/1/2011 0:00:00,"f","F",,"90D",,"H-938"
"I12V36",12/3/2011 0:00:00,"f","F",,"V36",,"H-944"
"I12V80",12/9/2011 0:00:00,"f","HH","02R","V80",,"E-850"
"7M2",12/11/2011 0:00:00,"f","S","53N","74K",,"D-426"
"I12V72",12/11/2011 0:00:00,"m","HH",,"V72",,"H-945"
"I122C4",12/11/2011 0:00:00,"m","KK",,"2C4",,"H-919"
"8N9",12/22/2011 0:00:00,"f","F","04I","78T",,"D-879"
"6N5",1/14/2012 0:00:00,"f","F","35V","60P",,"D-005"
"I1255A",1/15/2012 0:00:00,"f","HH","02R","55A",,"E-839"
"I1235O",1/15/2012 0:00:00,"f","HH",,"35O",,"H-922"
"9N9",2/6/2012 0:00:00,"m","F","8A7","36Z",,"E-322"
"I13Z82",5/10/2012 0:00:00,"m","S","53N","Z82",,"E-869"
"2O7",5/31/2012 0:00:00,"f","KK","26P","6D4",,"B-218"
"I136D4",5/31/2012 0:00:00,"f","KK",,"6D4",,"I-120"
"5P2",6/13/2012 0:00:00,"m","S","88V","3D1",,"C-582"
"I133D1",6/13/2012 0:00:00,"m","S",,"3D1",,"I-034"
"4P3",6/17/2012 0:00:00,"f","S","43V","1B4",,"C-134"
"I131B4",6/17/2012 0:00:00,"f","S",,"1B4",,"H-981"
"2O4",6/26/2012 0:00:00,"m","KK","1A6","2F2",,"B-215"
"I132F2",6/26/2012 0:00:00,"m","KK",,"2F2",,"I-013"
"I133E7",7/5/2012 0:00:00,"f","OO",,"3E7",,"I-038"
"I133A4",7/26/2012 0:00:00,"m","HH",,"3A4",,"I-029"
"8O4",7/30/2012 0:00:00,"m","R","1A6","1F4",,"D-884"
"I131F4",7/30/2012 0:00:00,"m","R",,"1F4",,"H-987"
"6P0",8/4/2012 0:00:00,"m","R","22O","4H1",,"D-020"
"I134H1",8/4/2012 0:00:00,"m","R",,"4H1",,"I-070"
"9O4",8/5/2012 0:00:00,"f","R","84E","3F4",,"E-327"
"1O4",8/5/2012 0:00:00,"f","R","48L","0G2",,"A-774"
"3O4",8/5/2012 0:00:00,"f","KK","97Z","49V",,"B-673"
"9O3",8/5/2012 0:00:00,"f","R","5B2","7F7",,"E-326"
"I130G2",8/5/2012 0:00:00,"f","R",,"0G2",,"H-965"
"I1349V",8/5/2012 0:00:00,"f","KK",,"49V",,"I-056"
"I133F4",8/5/2012 0:00:00,"f","R",,"3F4",,"I-039"
"I137F7",8/5/2012 0:00:00,"f","R",,"7F7",,"I-143"
"9P5",8/6/2012 0:00:00,"f","HH","73Z","6B4",,"E-338"
"I136B4",8/6/2012 0:00:00,"f","HH",,"6B4",,"I-116"
"2P7",8/7/2012 0:00:00,"f","S","72T","88N",,"B-228"
"I1388N",8/7/2012 0:00:00,"f","S",,"88N",,"I-159"
"5P1",8/8/2012 0:00:00,"f","S","43V","5H6",,"C-581"
"I135H6",8/8/2012 0:00:00,"f","S",,"5H6",,"I-100"
"1O2",8/9/2012 0:00:00,"m","KK","72T","1C5",,"A-772"
"I131C5",8/9/2012 0:00:00,"m","KK",,"1C5",,"H-982"
"1P4",8/13/2012 0:00:00,"f","KK","16R","1E2",,"A-784"
"1P8",8/13/2012 0:00:00,"m","MM","1C2","0C8",,"A-788"
"4P2",8/13/2012 0:00:00,"f","F","29V","3E2",,"C-133"
"2P4",8/13/2012 0:00:00,"f","MM","7B3","1E0",,"B-225"
"I138C7",8/13/2012 0:00:00,"m","R","94Z","8C7",,"E-865"
"I131E0",8/13/2012 0:00:00,"f","MM",,"1E0",,"H-984"
"I131E2",8/13/2012 0:00:00,"f","KK",,"1E2",,"H-985"
"I133E2",8/13/2012 0:00:00,"f","F",,"3E2",,"I-037"
"I130C8",8/13/2012 0:00:00,"m","MM",,"0C8",,"H-961"
"8O9",8/14/2012 0:00:00,"f","KK","27J","4D8",,"D-889"
"I134D8",8/14/2012 0:00:00,"f","KK",,"4D8",,"I-066"
"3P7",8/15/2012 0:00:00,"f","HH","73Z","62S",,"B-686"
"I1362S",8/15/2012 0:00:00,"f","HH",,"62S",,"I-106"
"7O1",8/16/2012 0:00:00,"m","S","88V","38Z",,"D-445"
"I130I7",8/16/2012 0:00:00,"m","S",,"0I7",,"H-969"
"3O1",8/17/2012 0:00:00,"f","R","5B2","0B5",,"B-670"
"I130B5",8/17/2012 0:00:00,"f","R",,"0B5",,"H-957"
"4O1",8/18/2012 0:00:00,"m","KK","43V","62R",,"C-122"
"I1362R",8/18/2012 0:00:00,"m","KK",,"62R",,"I-105"
"I1393T",8/18/2012 0:00:00,"u","V",,"93T",,"I-173"
"I1357T",8/18/2012 0:00:00,"m","S",,"57T",,"I-088"
"1Q8",8/19/2012 0:00:00,"m","HH","2C9","0B9",,"A-798"
"I137E3",8/19/2012 0:00:00,"m","HH","43N","7E3",,"E-863"
"3P8",8/19/2012 0:00:00,"f","F","7D7","8E8",,"B-687"
"I130B9",8/19/2012 0:00:00,"m","HH",,"0B9",,"H-959"
"I138E8",8/19/2012 0:00:00,"f","F",,"8E8",,"I-165"
"I134A0",8/21/2012 0:00:00,"f","R","44T","4A0",,"E-859"
"3O2",8/21/2012 0:00:00,"f","R","94Z","3H4",,"B-671"
"1P5",8/21/2012 0:00:00,"m","KK","12Z","74T",,"A-785"
"5O8",8/21/2012 0:00:00,"m","OO","8C9","9A4",,"C-578"
"I1374T",8/21/2012 0:00:00,"m","KK",,"74T",,"I-128"
"I133H4",8/21/2012 0:00:00,"f","R",,"3H4",,"I-044"
"I139A4",8/21/2012 0:00:00,"m","OO",,"9A4",,"I-182"
"I134H7",8/22/2012 0:00:00,"f","S",,"4H7",,"I-072"
"8O3",8/23/2012 0:00:00,"f","KK","97Z","3F5",,"D-883"
"I133F5",8/23/2012 0:00:00,"f","KK",,"3F5",,"I-040"
"6P9",8/24/2012 0:00:00,"m","F","2D7","6F2",,"D-029"
"9O9",8/24/2012 0:00:00,"m","S","2C6","5A0",,"E-332"
"I135A0",8/24/2012 0:00:00,"m","S",,"5A0",,"I-090"
"I136F2",8/24/2012 0:00:00,"m","F",,"6F2",,"I-122"
"6O5",8/25/2012 0:00:00,"m","S","39L","0I7",,"D-015"
"0P9",8/25/2012 0:00:00,"m","R","3A6","54N",,"A-349"
"2P2",8/25/2012 0:00:00,"m","R","94Z","33V",,"B-223"
"I1338Z",8/25/2012 0:00:00,"m","S",,"38Z",,"I-027"
"I1333V",8/25/2012 0:00:00,"m","R",,"33V",,"I-019"
"I1354N",8/25/2012 0:00:00,"m","R",,"54N",,"I-082"
"8O2",8/26/2012 0:00:00,"f","MM","35V","6C5",,"D-882"
"8O7",8/26/2012 0:00:00,"m","R","44T","51T",,"D-887"
"I1351T",8/26/2012 0:00:00,"m","R",,"51T",,"I-075"
"I136C5",8/26/2012 0:00:00,"f","MM",,"6C5",,"I-119"
"I13X83",8/27/2012 0:00:00,"m","R","30Z","X83",,"E-868"
"7P3",8/27/2012 0:00:00,"f","R","94Z","6B0",,"D-457"
"I136B0",8/27/2012 0:00:00,"f","R",,"6B0",,"I-115"
"I130G3",8/27/2012 0:00:00,"f","HH",,"0G3",,"H-966"
"1O8",8/29/2012 0:00:00,"m","R","94Z","60V",,"A-778"
"4P5",8/29/2012 0:00:00,"f","S","72T","9C7",,"C-136"
"0P3",8/29/2012 0:00:00,"f","R","30Z","85V",,"A-343"
"I137D8",8/29/2012 0:00:00,"f","F","60T","7D8",,"E-862"
"I1385V",8/29/2012 0:00:00,"f","R",,"85V",,"I-155"
"I139C7",8/29/2012 0:00:00,"f","S",,"9C7",,"I-185"
"I1360V",8/29/2012 0:00:00,"m","R",,"60V",,"I-103"
"1Q5",8/30/2012 0:00:00,"f","V","61R","9C1",,"A-795"
"I139C1",8/30/2012 0:00:00,"f","V",,"9C1",,"I-183"
"I1315O",8/30/2012 0:00:00,"m","R",,"15O",,"H-976"
"5O3",8/31/2012 0:00:00,"m","F","8A7","4C2",,"C-573"
"I134C2",8/31/2012 0:00:00,"m","F",,"4C2",,"I-061"
"5O5",9/1/2012 0:00:00,"m","F","6A8","61J",,"C-575"
"I1361J",9/1/2012 0:00:00,"m","F",,"61J",,"I-104"
"I133D4",9/1/2012 0:00:00,"f","S",,"3D4",,"I-035"
"1O3",9/2/2012 0:00:00,"m","R","46N","91V",,"A-773"
"7O9",9/2/2012 0:00:00,"f","V","61R","81E",,"D-453"
"1Q6",9/2/2012 0:00:00,"f","HH","7B3","2C7",,"A-796"
"9O8",9/2/2012 0:00:00,"m","R","8C0","3B1",,"E-331"
"I13X91",9/2/2012 0:00:00,"f","R",,"X91",,"I-189"
